Date,Rainfall_Bastia_Umbra,Depth_to_Groundwater_P25,Temperature_Bastia_Umbra,Temperature_Petrignano,Volume_C10_Petrignano,Hydrometry_Fiume_Chiascio_Petrignano
16/11/2011,0,-26.57,4.4,5.8,-39134.016,2
17/11/2011,0,-26.62,4.8,5.6,-37765.44,2
18/11/2011,0,-26.66,2.7,3.1,-38594.88,2
19/11/2011,0,-26.69,1.9,2.7,-40937.184,2
20/11/2011,0,-26.67,2.3,2.9,-37755.936,2
21/11/2011,0,-26.67,4.5,6,-38394.432,2
22/11/2011,0,-26.67,7.6,8.6,-39433.824,2
23/11/2011,0,-26.71,11.8,11.9,-39356.928,2
24/11/2011,0,-26.77,10.2,10.4,-37813.824,2
25/11/2011,0,-26.79,8.6,10.4,-39212.64,2
26/11/2011,0,-26.81,5.5,6,-38243.232,2
27/11/2011,0,-26.83,4.5,5.2,-38069.568,2
28/11/2011,0,-26.81,2.4,2.7,-36322.56,2
29/11/2011,0,-26.82,1.6,1.7,-36489.312,2
30/11/2011,0.1,-26.89,1.5,1.5,-38520.576,2
1/12/2011,0,-26.89,3.3,3,-38129.184,2
2/12/2011,0,-26.83,10.6,10.6,-37873.44,2
3/12/2011,0,-26.84,12.6,12.3,-38474.784,2
4/12/2011,0,-26.85,13.4,13.2,-38611.296,2
5/12/2011,1.9,-26.81,13.7,13.2,-37031.904,2
6/12/2011,0,-26.89,9,8.7,-38023.776,2
7/12/2011,0.2,-26.95,8.4,8.1,-38408.256,2.1
8/12/2011,0,-26.98,11.4,11.3,-36578.304,2
9/12/2011,0,-26.98,9.2,8.8,-37215.072,2
10/12/2011,0.1,-26.97,13.1,12.3,-37857.024,2
11/12/2011,0.1,-26.98,10.6,10.2,-36311.328,2
12/12/2011,0,-26.87,10.5,9.8,-32184.864,2.1
13/12/2011,0,-26.93,8.7,8.7,-34972.992,2.2
14/12/2011,2.4,-26.96,10.7,10.3,-36949.824,2.1
15/12/2011,0,-27.01,12.4,12.3,-38686.464,2
16/12/2011,5.6,-27.06,11.7,11.4,-40285.728,2
17/12/2011,0,-27.04,7,6.8,-39566.88,2.1
18/12/2011,0.1,-27.11,2,2.5,-37481.184,2.1
19/12/2011,0.9,-27.12,3.1,2.7,-36576.576,2
20/12/2011,0,-27.11,1.9,2.3,0,2
21/12/2011,0,-27.1,2.9,3.8,-35269.344,2
22/12/2011,0,-27.15,1.7,1.6,-35595.936,2
23/12/2011,0,-27.18,4.8,4.9,-37425.888,2
24/12/2011,7.9,-27.17,1.6,1.7,-38258.784,2
25/12/2011,0,-27.21,7.5,7.3,-31872.096,2.1
26/12/2011,0,-27.13,7.8,7.1,-32191.776,2.2
27/12/2011,0,-27.14,6.7,8,-34039.008,2.1
28/12/2011,0,-27.16,1.7,2.2,-35237.376,2
29/12/2011,0,-27.13,1.9,2.6,-35744.544,2
30/12/2011,1,-27.1,3.9,4,-36183.456,2
31/12/2011,0,-27.23,1.7,2,-39660.192,2
1/1/2012,0,-27.27,1.5,2.2,-35187.264,2
2/1/2012,0,-27.19,7.8,7.5,-34725.024,2
3/1/2012,8.3,-27.2,10.7,10.1,-35046.432,2.1
4/1/2012,2.9,-27.22,7.4,6.9,-35601.984,2.1
5/1/2012,0,-27.16,7.6,7.5,-35557.92,2.1
6/1/2012,0,-27.2,5.6,5.6,-37875.168,2.2
7/1/2012,0,-27.32,2.9,3.2,-35643.456,2.1
8/1/2012,0,-27.33,3.6,3.6,-36249.984,2.1
9/1/2012,0,-27.37,2,2.6,-34983.36,2.1
10/1/2012,0,-27.43,1.5,2.2,-36922.176,2
11/1/2012,0,-27.45,4.6,4.9,-37143.36,2
12/1/2012,0,-27.46,2.9,3.3,-37680.768,2
13/01/2012,0,-27.38,4,3.8,-36456.48,2
14/01/2012,0,-27.4,6.4,6.5,-37016.352,2
15/01/2012,0,-27.46,0.6,2,-37025.856,2
16/01/2012,0,-27.49,-0.7,0.6,-36344.16,2
17/01/2012,0,-27.54,-0.7,0,-36747.648,2
18/01/2012,0,-27.58,0.8,0.9,-37555.488,2
19/01/2012,0,-27.59,2.5,1.4,-37421.568,2
20/01/2012,0,-27.45,8.9,7.9,-36763.2,2
21/01/2012,0,-27.52,4.4,4.5,-38413.44,2
22/01/2012,0,-27.53,9.1,8.4,-37418.112,2
23/01/2012,0,-27.55,9,8.4,-36655.2,2
24/01/2012,0,-27.55,7.4,6.8,-36512.64,2
25/01/2012,0,-27.63,3.5,2.6,-36475.488,2
26/01/2012,0,-27.65,1.7,1.8,-37228.032,1.9
27/01/2012,0,-27.71,1.5,2.3,-37997.856,1.9
28/01/2012,0,-27.7,1.6,2.3,-37860.48,2
29/01/2012,0,-27.66,3.8,3.9,-36635.328,2
30/01/2012,0,-27.69,4.6,3.7,-37068.192,2
31/01/2012,0,-27.69,2.4,2.8,-36648.288,2
1/2/2012,0,-27.63,2.5,2,-35874.144,2
2/2/2012,0,-27.7,2.4,1.6,-37097.568,2
3/2/2012,0,-27.75,-0.3,-0.9,-38098.08,2
4/2/2012,0,-27.82,-1.6,-2.1,-40004.928,2
5/2/2012,0,-27.87,-0.9,-1.2,-39399.264,2
6/2/2012,0,-27.84,-1.4,-1.8,-39794.976,2
7/2/2012,0,-27.78,-0.2,-0.6,-36197.28,2
8/2/2012,0,-27.91,2.3,1.9,-40048.128,2
9/2/2012,0,-27.95,2.3,1.8,-41249.088,2
10/2/2012,0,-27.93,0,-0.3,-38946.528,2
11/2/2012,0,-27.9,-0.3,-1,-36277.632,2
12/2/2012,0,-27.91,-1.5,-1.3,-37918.368,2
13/02/2012,0,-28,-1.3,-1,-40738.464,2
14/02/2012,0,-28.02,-1.7,-1.5,-40449.024,2
15/02/2012,0,-28.06,-1.1,-1.6,-41180.832,2
16/02/2012,0,-28.08,2.5,2.6,-41299.2,2
17/02/2012,0,-28.18,3,2.7,-41815.872,2
18/02/2012,0,-28.18,7.7,6.7,-41674.176,2
19/02/2012,0.9,-28.16,8.3,7.3,-40114.656,2
20/02/2012,0,-28.17,7.9,7,-38385.792,2.1
21/02/2012,0,-28.21,7.4,6.3,-39112.416,2.2
22/02/2012,0,-28.23,7.3,6.2,-40887.936,2.2
23/02/2012,0,-28.24,9.5,8.4,-39788.928,2.2
24/02/2012,0,-28.27,8.6,8.6,-39917.664,2.1
25/02/2012,0,-28.28,8.6,7.9,-40772.16,2.2
26/02/2012,0,-28.25,7,6,-38154.24,2.2
27/02/2012,0,-28.26,6.9,6.1,-34972.128,2.2
28/02/2012,0,-28.21,6.5,6.4,-33143.904,2.2
29/02/2012,0,-28.16,8.8,7.7,-32987.52,2.1
1/3/2012,0,-28.21,10.7,10.7,-33630.336,2.1
2/3/2012,0,-28.24,11.7,11.2,-34384.608,2.1
3/3/2012,0,-28.27,11,9.9,-35474.976,2.2
4/3/2012,0,-28.23,9.8,8.9,-34069.248,2.1
5/3/2012,0,-28.2,11.3,10.8,-33351.264,2.1
6/3/2012,0,-28.21,9.5,8.8,-32654.016,2.1
7/3/2012,0,-28.29,8.3,7.8,-34079.616,2.2
8/3/2012,0,-28.24,6.9,6.8,-34014.816,2.1
9/3/2012,0,-28.32,9.4,8.9,-36402.912,2.1
10/3/2012,0,-28.35,9,8.2,-36243.936,2.1
11/3/2012,0,-28.24,10.2,9.6,-33060.096,2.1
12/3/2012,0,-28.27,11.4,10.6,-33344.352,2.1
13/03/2012,0,-28.31,11.3,10.1,-33127.488,2.1
14/03/2012,0,-28.31,10.9,10.6,-33452.352,2.1
15/03/2012,0,-28.34,11.3,10.8,-34191.936,2.1
16/03/2012,0,-28.37,12.4,11.2,-34261.92,2
17/03/2012,0,-28.38,11.8,11.2,-35316.864,2
18/03/2012,0,-28.37,13.4,12.4,-36214.56,2.1
19/03/2012,0,-28.36,13.9,12.7,-33141.312,2.1
20/03/2012,0,-28.41,15,14.6,-33792.768,2
21/03/2012,0,-28.41,14.2,14.6,-34686.144,2
22/03/2012,0,-28.43,13.9,13.3,-34693.056,2
23/03/2012,0,-28.44,13.6,12.9,-35703.936,2
24/03/2012,0,-28.48,13.6,12.9,-37501.056,2
25/03/2012,0,-28.52,13.3,12.9,-38247.552,2
26/03/2012,0,-28.55,13.6,13.3,-35805.888,2
27/03/2012,0,-28.56,15.3,13.9,-36148.896,2
28/03/2012,0,-28.57,14.2,13.9,-37101.024,2
29/03/2012,0,-28.57,14.4,13.9,-36926.496,2
30/03/2012,0,-28.58,14.3,13.4,-38272.608,2
31/03/2012,0,-28.63,14.6,13.8,-40073.184,2
1/4/2012,0,-28.66,13.7,13,-38161.152,2
2/4/2012,0,-28.66,15.3,14.9,-35161.344,2
3/4/2012,5.1,-28.64,13.9,13.2,-34283.52,2
4/4/2012,0.1,-28.64,15.6,15.1,-35694.432,2
5/4/2012,0,-28.65,14.4,13.7,-33779.808,2
6/4/2012,0,-28.67,14.2,13.6,-35235.648,2
7/4/2012,0,-28.64,12.4,11.8,-34428.672,2
8/4/2012,0,-28.61,8.9,8.1,-32360.256,2
9/4/2012,0,-28.64,7.8,6.9,-32073.408,2.1
10/4/2012,0,-28.65,10,9.5,-34071.84,2
11/4/2012,0,-28.61,10.5,9.7,-33870.528,2
12/4/2012,0,-28.66,12.4,11.2,-34479.648,2.1
13/04/2012,0,-28.6,11.9,11.2,-33834.24,2
14/04/2012,0,-28.61,10.8,10.4,-34798.464,2.1
15/04/2012,0,-28.69,11.6,11.1,-34624.8,2.1
16/04/2012,4.1,-28.72,12.3,11.6,-34908.192,2.2
17/04/2012,0,-28.75,12.3,11.7,-35585.568,2.1
18/04/2012,3,-28.71,10.5,9.6,-34017.408,2.1
19/04/2012,10.6,-28.72,12,11,-33725.376,2.1
20/04/2012,0,-28.72,10.4,9.5,-33683.04,2.2
21/04/2012,0,-28.8,13.6,12.3,-35446.464,2.2
22/04/2012,0,-28.78,15.2,14.3,-32794.848,2.2
23/04/2012,0,-28.75,14.1,13.2,-30828.384,2.2
24/04/2012,5.6,-28.7,12.5,11.8,-30360.96,2.2
25/04/2012,0,-28.71,13.1,12.6,-29524.608,2.2
26/04/2012,0,-28.73,15.3,14.2,-29044.224,2.2
27/04/2012,0,-28.67,18.9,17.9,-28445.472,2.3
28/04/2012,0,-28.73,20.7,20,-33811.776,2.3
29/04/2012,0,-28.75,18.6,17.7,-30460.32,2.4
30/04/2012,0,-28.67,16.5,15.8,-27812.16,2.4
1/5/2012,0,-28.62,17.3,16.8,-27365.472,2.4
2/5/2012,0,-28.65,17,16.1,-30047.328,2.4
3/5/2012,0,-28.68,15.6,14.4,-31328.64,2.3
4/5/2012,0,-28.68,15.6,14.5,-30188.16,2
5/5/2012,0,-28.73,15.8,14.7,-32327.424,2
6/5/2012,0,-28.65,14.9,13.9,-26522.208,2.2
7/5/2012,0,-28.59,16.2,15.6,-25373.088,2.4
8/5/2012,0,-28.61,16.4,15.4,-26211.168,2.4
9/5/2012,0,-28.61,17.8,16.9,-26119.584,2.2
10/5/2012,0,-28.66,19.8,18.9,-27666.144,2
11/5/2012,0,-28.7,20.5,19.8,-30974.4,2
12/5/2012,0,-28.72,20.9,20.1,-33105.024,2
13/05/2012,0,-28.66,16,14.6,-27336.96,2.1
14/05/2012,0,-28.58,11.9,11.4,-24645.6,2.2
15/05/2012,0,-28.58,14.4,13.6,-25777.44,2.2
16/05/2012,2.1,-28.65,12.7,12.1,-31419.36,2.2
17/05/2012,0,-28.68,12.8,12,-28098.144,2.2
18/05/2012,0,-28.66,13.9,13.1,-27818.208,2.4
19/05/2012,0,-28.7,16.9,15.9,-31523.04,2.4
20/05/2012,0,-28.63,16.2,15.6,-25716.096,2.5
21/05/2012,8.5,-28.48,16,15.1,-22976.352,2.5
22/05/2012,0,-28.52,14.4,13.6,-24145.344,2.2
23/05/2012,0,-28.53,15,14.4,-23682.24,2
24/05/2012,0.1,-28.55,20.6,19.9,-25852.608,2
25/05/2012,0,-28.58,20.9,20.2,-27317.088,2
26/05/2012,0,-28.61,18.8,18.5,-30265.92,2
27/05/2012,0,-28.59,17.9,17,-26907.552,2
28/05/2012,0.4,-28.59,14.4,13.2,-26027.136,2
29/05/2012,0,-28.54,17.4,16.4,-24634.368,2
30/05/2012,0,-28.57,19.9,18.5,-26564.544,2
31/05/2012,0,-28.61,21.2,19.7,-26793.504,2
1/6/2012,0,-28.6,20.5,19.1,-27225.504,2
2/6/2012,0,-28.61,22.5,21,-28526.688,2
3/6/2012,0,-28.62,22.5,20.9,-27442.368,2
4/6/2012,9.4,-28.59,16.9,15.4,-25030.08,2
5/6/2012,0,-28.54,19,17.7,-25545.024,2
6/6/2012,0,-28.59,21.1,19.6,-26551.584,2
7/6/2012,0,-28.6,22,20.6,-27038.016,2
8/6/2012,0,-28.64,24.1,22.5,-29487.456,2
9/6/2012,0,-28.61,23.2,22,-32205.6,2
10/6/2012,0,-28.66,23.1,22.1,-31424.544,2
11/6/2012,0,-28.59,21.6,20.7,-25908.768,2
12/6/2012,0,-28.55,21.2,20.3,-25472.448,2
13/06/2012,0,-28.61,19.8,18.2,-27114.048,2
14/06/2012,0,-28.68,20.5,19,-30284.928,2
15/06/2012,0,-28.78,22.9,21.6,-34714.656,1.9
16/06/2012,0,-28.85,25.4,24.2,-34223.04,1.9
17/06/2012,0,-28.92,26.8,25.7,-35141.472,1.9
18/06/2012,0,-28.97,27.8,26.5,-34445.088,1.9
19/06/2012,0,-29.06,28.8,27.3,-36077.184,1.9
20/06/2012,0,-29.13,29.4,27.9,-36046.08,1.9
21/06/2012,0,-29.21,28.3,26.8,-37516.608,1.9
22/06/2012,0,-29.31,27.4,25.9,-37057.824,1.9
23/06/2012,0,-29.35,27,24.9,-36606.816,1.9
24/06/2012,0,-29.34,26.3,24.4,-37293.696,1.9
25/06/2012,0,-29.34,26.2,24.5,-33168.096,1.9
26/06/2012,0,,26.5,25.2,-35335.872,1.9
27/06/2012,0,,27.7,27,-36835.776,1.9
28/06/2012,0,,28.3,26.9,-37066.464,1.9
29/06/2012,0,,29.3,27.5,-36822.816,1.9
30/06/2012,0,,29.9,28.3,-37361.952,1.9
1/7/2012,0,,30.6,29.1,-37361.952,1.9
2/7/2012,0,,29.5,27.9,-37018.944,1.9
3/7/2012,0,-29.79,27.3,25.9,-37200.384,1.9
4/7/2012,0,-29.87,27.4,26,-37237.536,1.9
5/7/2012,0,-29.98,28.9,27.5,-37210.752,1.9
6/7/2012,0,-30.07,27.5,26.1,-37190.88,1.9
7/7/2012,0,-30.15,27.6,26.4,-37173.6,1.9
8/7/2012,0,-30.24,28.1,26.3,-36577.44,1.9
9/7/2012,0,-30.32,28.9,27.1,-38725.344,1.9
10/7/2012,0,-30.49,29.3,27.5,-40725.504,1.9
11/7/2012,0,-30.61,28.9,27.2,-41090.976,1.9
12/7/2012,0,-30.7,27.8,26,-40874.112,1.9
13/07/2012,0,-30.76,26,24.2,-41246.496,1.9
14/07/2012,0,-30.85,28.3,26.3,-41227.488,1.9
15/07/2012,0,-30.93,27.5,26.4,-41345.856,1.9
16/07/2012,0,-31.01,23.7,22.4,-39223.872,1.9
17/07/2012,0,-31.06,25.1,24.4,-40543.2,1.9
18/07/2012,0,-31.12,27.1,26.2,-41341.536,1.9
19/07/2012,0,-31.2,28.1,26.2,-40466.304,1.9
20/07/2012,0,-31.25,28.2,25.8,-39249.792,1.9
21/07/2012,0,-31.31,27.5,25.5,-40658.976,1.9
22/07/2012,0,-31.34,23.2,22.2,-37773.216,1.9
23/07/2012,0,-31.32,21.2,20.6,-34687.872,1.9
24/07/2012,0,-31.28,23.1,22.4,-32449.248,1.9
25/07/2012,0,-31.32,23.6,22.7,-36383.04,1.9
26/07/2012,0,-31.39,25.8,24.8,-36041.76,1.9
27/07/2012,0,-31.48,28.8,27.6,-41230.944,1.9
28/07/2012,0,-31.57,29.4,27.7,-41549.76,1.9
29/07/2012,0,-31.65,27.8,26.1,-41716.512,1.9
30/07/2012,0,-31.73,26.9,25.5,-41733.792,1.9
31/07/2012,0,-31.81,27.1,25.6,-39708.576,1.9
1/8/2012,0,-31.88,28.2,27.4,-34775.136,1.9
2/8/2012,0,-31.94,28.8,27.6,-34580.736,1.9
3/8/2012,0,-32.02,29,27.3,-34544.448,1.9
4/8/2012,0,-32.1,29.2,27.4,-34418.304,1.9
5/8/2012,0,-32.17,29,27.4,-34610.976,1.9
6/8/2012,0,-32.25,29.9,28.3,-34506.432,1.9
7/8/2012,0,-32.31,30,28.7,-34680.096,1.9
8/8/2012,0,-32.36,27.6,26.2,-34104.672,1.9
9/8/2012,0,-32.42,28.2,27.3,-34132.32,1.9
10/8/2012,0,-32.47,27.1,26.3,-34360.416,1.9
11/8/2012,0,-32.52,25.6,24.6,-34390.656,1.9
12/8/2012,0,-32.55,25.7,25,-32583.168,1.9
13/08/2012,0,-32.58,26.5,25.4,-33835.968,1.9
14/08/2012,0,-32.64,27,25.8,-34346.592,1.9
15/08/2012,0,-32.67,28.6,27.6,-31833.216,1.9
16/08/2012,0,-32.66,28.2,27.1,-32501.952,1.9
17/08/2012,0,-32.74,28.5,27.5,-33979.392,1.9
18/08/2012,0,-32.78,28.5,27.5,-33993.216,1.9
19/08/2012,0,-32.81,28.7,28.8,-33867.936,1.9
20/08/2012,0,-32.83,29.1,28.1,-33818.688,1.9
21/08/2012,0,-32.87,30.3,29,-33888.672,1.9
22/08/2012,0,-32.91,31,29.5,-34013.088,1.9
23/08/2012,0,-32.94,30.3,28.9,-34124.544,1.9
24/08/2012,0,-32.98,29.5,27.8,-33467.904,1.9
25/08/2012,0,-33.03,28.7,27.2,-34051.968,1.9
26/08/2012,0,-33.05,23.8,22.7,-32806.944,1.9
27/08/2012,0,-33.07,22.8,22.3,-30461.184,1.9
28/08/2012,0,-33.04,23.5,22.8,-28719.36,1.9
29/08/2012,0,-33.1,25.6,24.2,-33370.272,1.9
30/08/2012,0,-33.12,26.9,25.9,-33441.12,1.9
31/08/2012,0,-33.14,22.9,22.2,-33204.384,2
1/9/2012,0,-33.14,21.3,20.7,-30697.056,1.9
2/9/2012,0.2,-33.07,21,20.2,-28942.272,1.9
3/9/2012,6.5,-33.02,20.5,19.9,-31591.296,1.8
4/9/2012,0.2,-32.98,18.8,18.9,-30871.584,1.9
5/9/2012,0,-33,20.8,21.1,-31942.08,1.9
6/9/2012,0,-33.03,22.5,22.1,-32000.832,1.8
7/9/2012,0,-33.06,23.6,23.1,-31792.608,1.8
8/9/2012,0,-33.06,22.2,21.9,-31933.44,1.8
9/9/2012,0,-33.14,21.9,21.3,-33694.272,1.8
10/9/2012,0,-33.17,23.1,22.5,-33630.336,1.8
11/9/2012,0,-33.21,23.3,22.3,-33681.312,1.8
12/9/2012,0,-33.2,22.9,21.7,-32511.456,1.8
13/09/2012,0,-33.14,17.3,16.9,-27359.424,1.8
14/09/2012,0,-33.13,15.7,15.5,-27665.28,1.9
15/09/2012,0,-33.2,19.6,19.2,-33356.448,2
16/09/2012,0,-33.22,19.5,18.8,-32029.344,2
17/09/2012,0,-33.05,18.1,18,-31011.552,1.9
18/09/2012,0,-33.03,20.6,20.1,-33101.568,1.9
19/09/2012,6.1,-33.07,19.4,18.4,-32870.016,1.9
20/09/2012,0,-33.2,17.6,17,-32951.232,1.9
21/09/2012,0,-33.22,16.5,16.1,-34697.376,1.9
22/09/2012,0,-33.23,19.3,18.2,-34842.528,1.9
23/09/2012,0,-33.22,23,22.1,-34121.088,1.8
24/09/2012,0,-33.24,22.3,21.7,-34743.168,1.8
25/09/2012,0,-33.29,21.5,20.7,-33069.6,1.8
26/09/2012,0,-33.33,23.1,22.5,-33061.824,1.8
27/09/2012,0,-33.36,24.1,23.3,-33098.112,1.8
28/09/2012,0,-33.39,23.3,22.7,-33363.36,1.8
29/09/2012,0,-33.39,23.2,22.8,-33100.704,1.8
30/09/2012,0,-33.4,21,20.4,-29590.272,2
1/10/2012,0,-33.38,20.1,19.4,-30889.728,2.1
2/10/2012,0.1,-33.43,19.3,18.9,-32275.584,2
3/10/2012,0,-33.46,18.1,17.1,-32433.696,1.9
4/10/2012,0,-33.45,18.4,17.9,-33906.816,1.9
5/10/2012,0,-33.49,18.6,17.9,-41190.336,1.9
6/10/2012,0,-33.53,18.5,18,-41890.176,1.8
7/10/2012,0,-33.51,18.6,17.8,-40829.184,1.9
8/10/2012,0,-33.51,19.8,19.6,-39395.808,1.8
9/10/2012,5.5,-33.54,17.5,16.9,-39845.088,1.9
10/10/2012,0,-33.55,17.7,17.3,-40569.12,1.9
11/10/2012,0,-33.56,17.7,17.8,-39969.504,1.9
12/10/2012,0,-33.58,17.6,17,-39288.672,1.9
13/10/2012,0,-33.62,17.1,17,-41880.672,2.1
14/10/2012,0,-33.61,16.8,16.5,-39470.976,2
15/10/2012,0,-33.57,16.7,16,-36261.216,2
16/10/2012,0.5,-33.55,15.3,15,-35105.184,2
17/10/2012,0,-33.61,14.4,14.2,-39674.016,2
18/10/2012,0,-33.59,14,14.3,-38964.672,2
19/10/2012,0,-33.6,14.3,14.4,-38657.088,2
20/10/2012,0,-33.61,15.9,16.1,-39969.504,1.9
21/10/2012,0,-33.63,17.2,17.2,-40885.344,1.9
22/10/2012,0,-33.65,17.6,18.1,-39250.656,1.9
23/10/2012,0,-33.68,16.4,16.9,-40099.104,1.9
24/10/2012,0,-33.7,15.4,15.6,-40746.24,1.9
25/10/2012,0,-33.7,14.7,14.8,-40269.312,1.9
26/10/2012,0,-33.65,15.2,14.7,-37741.248,1.9
27/10/2012,8.4,-33.66,17,16.6,-39019.968,2
28/10/2012,2.5,-33.71,11.8,11.2,-36892.8,2
29/10/2012,0,-33.71,7.4,6.9,-36827.136,2
30/10/2012,0,-33.69,6.2,6.4,-38232,2
31/10/2012,0,-33.66,9.3,9.1,-37862.208,2.1
1/11/2012,0,-33.68,15,14.3,-37006.848,2.5
2/11/2012,0,-33.71,15.3,14.7,-38292.48,2.4
3/11/2012,0,-33.71,13.9,13.3,-39291.264,2.2
4/11/2012,1.3,-33.63,17,16.3,-35756.64,2.2
5/11/2012,0,-33.61,16.8,16.1,-32819.904,2.3
6/11/2012,0,-33.61,11.4,11.2,-35734.176,2.4
7/11/2012,0,-33.68,9.9,9.7,-38914.56,2.2
8/11/2012,0,-33.64,7.4,7.7,-35711.712,2.2
9/11/2012,0,-33.63,8.3,8.3,-35969.184,2.1
10/11/2012,0,-33.63,11.9,12,-37933.056,2.1
11/11/2012,0,-33.62,16,14.9,-35921.664,2.4
12/11/2012,0,-33.61,13.6,13.2,-37282.464,3.4
13/11/2012,0,-33.63,14.5,14.7,-41103.936,3.8
14/11/2012,0,-33.5,14,13.8,-39292.128,3.6
15/11/2012,0,-33.18,11.4,11.5,-37183.968,3.4
16/11/2012,0,-33.06,8.3,10.8,-33112.8,2.9
17/11/2012,0,-33.01,8.3,9.2,-34806.24,2.5
18/11/2012,5.9,-32.96,11.5,11.5,-32704.128,2.5
19/11/2012,2,-32.93,11.6,11.5,-32527.872,2.4
20/11/2012,0,-32.89,12.8,12.2,-30319.488,2.4
21/11/2012,0,-32.84,11.1,12.8,-31879.008,2.4
22/11/2012,0,-32.83,7.9,7.8,-32256.576,2.4
23/11/2012,0,-32.74,10,10,-31384.8,2.3
24/11/2012,0.1,-32.73,7.8,7.7,-32796.576,2.4
25/11/2012,0,-32.68,7.4,7.3,-33211.296,2.3
26/11/2012,0,-32.59,9.6,9.8,-31398.624,2.3
27/11/2012,0.2,-32.56,11.2,11,-32546.016,2.3
28/11/2012,35.7,-32.41,11.9,11.5,-28821.312,2.8
29/11/2012,0,-32.4,8.7,8.2,-29620.512,3.1
30/11/2012,0,-32.46,8.2,7.8,-31865.184,3.2
1/12/2012,0,-32.42,7.1,6.4,-32787.936,2.9
2/12/2012,0.2,-32.31,7,6.7,-32060.448,2.7
3/12/2012,0.1,-32.3,4.7,4.9,-30538.944,2.6
4/12/2012,6.3,-32.14,5.7,5.3,-29492.64,2.6
5/12/2012,0,-32.11,4,3.5,-30512.16,2.6
6/12/2012,0,-32.13,1.4,1,-31059.936,2.6
7/12/2012,0,-32.07,3.2,2.7,-31280.256,2.5
8/12/2012,0,-31.95,3.6,3.2,-31929.984,2.8
9/12/2012,0,-31.98,2.6,2.5,-29612.736,2.7
10/12/2012,0,-31.83,1.5,1.4,-30920.832,2.6
11/12/2012,0,-31.84,1.9,2.7,-31457.376,2.6
12/12/2012,0,-31.85,-0.1,1.5,-31522.176,2.5
13/12/2012,0,-31.83,-2.1,-1.8,-32432.832,2.5
14/12/2012,0,-31.7,4.2,3.7,-31645.728,2.5
15/12/2012,0,-31.61,12.1,11.8,-31684.608,2.7
16/12/2012,0,-31.59,12.1,11.2,-32304.96,2.7
17/12/2012,0,-31.52,7.4,7.2,-30223.584,2.7
18/12/2012,0.1,-31.53,4,3.4,-30525.984,2.8
19/12/2012,0,-31.54,3.7,2.9,-30839.616,2.6
20/12/2012,0,-31.44,2.2,2.6,-30807.648,2.5
21/12/2012,9.1,-31.37,4.2,3.7,-30879.36,2.6
22/12/2012,0,-31.38,7,7,-31315.68,2.6
23/12/2012,0,-31.34,3.6,3.3,-28363.392,2.6
24/12/2012,0,-31.26,8.1,8.6,-30448.224,2.5
25/12/2012,0,-31.18,9.5,9.1,-26038.368,2.5
26/12/2012,0,-31.04,9.8,9.5,-24954.048,2.6
27/12/2012,0.5,-31.04,7.9,7.3,-26512.704,2.9
28/12/2012,8.3,-30.99,10.1,10.5,-28406.592,2.8
29/12/2012,0,-30.99,6.3,6.8,-29329.344,2.7
30/12/2012,0,-30.93,1.5,2.5,-28240.704,2.6
31/12/2012,0,-30.9,1.1,1.9,-31089.312,2.6
1/1/2013,0,-30.81,1.6,2.1,-28532.736,2.5
2/1/2013,0,-30.76,6.7,6.9,-28971.648,2.5
3/1/2013,0,-30.82,5.9,8.4,-30428.352,2.4
4/1/2013,0,-30.72,1.6,1.6,-28845.504,2.4
5/1/2013,0,-30.59,4.4,4.1,-29042.496,2.4
6/1/2013,0,-30.56,4.1,3.2,-27896.832,2.4
7/1/2013,0,-30.51,3.9,3.1,-28178.496,2.4
8/1/2013,0,-30.46,3.2,2.9,-26980.992,2.2
9/1/2013,0,-30.39,7.9,7.6,-29753.568,2.2
10/1/2013,3.1,-30.27,8.3,7.5,-28752.192,2.4
11/1/2013,8.2,-30.24,6.6,6.1,-31152.384,2.5
12/1/2013,0,-30.29,4.1,5.1,-33786.72,2.5
13/01/2013,11.1,-30.18,6.9,6.2,-31280.256,2.4
14/01/2013,9.1,-30.14,7.8,7.2,-29437.344,2.9
15/01/2013,0,-30.14,5.5,5.2,-30220.992,3.3
16/01/2013,0,-29.97,3.5,3,-28368.576,3.1
17/01/2013,3.6,-29.98,2.7,2.5,-30581.28,2.9
18/01/2013,0,-29.97,3.2,2.9,-29869.344,2.8
19/01/2013,0,-29.97,2.4,2.2,-32150.304,2.7
20/01/2013,5.2,-29.85,10.5,9.7,-24137.568,2.9
21/01/2013,0,-29.81,7.8,7.5,-30277.152,3
22/01/2013,10.5,-29.84,5,4.6,-31218.912,2.9
23/01/2013,0,-29.81,3.9,3.8,-31296.672,2.8
24/01/2013,0,-29.68,3.4,3.1,-31180.032,2.8
25/01/2013,0.5,-29.68,4.8,4.4,-30653.856,2.8
26/01/2013,0,-29.7,3.3,2.8,-32263.488,2.7
27/01/2013,0,-29.65,1.6,2.2,-31831.488,2.6
28/01/2013,0,-29.56,3.3,2.9,-30610.656,2.7
29/01/2013,0,-29.55,6.1,6.7,-30064.608,2.7
30/01/2013,0,-29.51,7.4,6.9,-31632.768,2.7
31/01/2013,0,-29.4,10.1,10.4,-32126.976,2.6
1/2/2013,0,-29.3,11.2,10.8,-31130.784,2.6
2/2/2013,11.8,-29.06,11.5,10.7,-33217.344,2.7
